Symbol,Security Name
PEZ,Invesco Dorsey Wright Consumer Cyclicals Momentum ETF
PFAI,Pinnacle Food Group Limited - Class A Common Shares
PFBC,Preferred Bank - Common Stock
PFF,iShares Preferred and Income Securities ETF
PFG,Principal Financial Group Inc - Common Stock
PFI,Invesco Dorsey Wright Financial Momentum ETF
PFIS,Peoples Financial Services Corp.  - Common Stock
PFM,Invesco Dividend Achievers ETF
PFSA,"Profusa, Inc. - Common Stock"
PFX,PhenixFIN Corporation  - Common Stock
PFXNZ,PhenixFIN Corporation  - 5.25% Notes due 2028
PGAC,Pantages Capital Acquisition Corporation - Class A Ordinary Shares
PGACR,Pantages Capital Acquisition Corporation - Right
PGACU,Pantages Capital Acquisition Corporation - Unit
PGC,Peapack-Gladstone Financial Corporation - Common Stock
PGEN,"Precigen, Inc. - Common Stock"
PGJ,Invesco Golden Dragon China ETF
PGNY,"Progyny, Inc. - Common Stock"
PGY,Pagaya Technologies Ltd. - Class A Ordinary Shares
PGYWW,Pagaya Technologies Ltd. - Warrants
PHAR,"Pharming Group N.V. - ADS, each representing 10 ordinary shares"
PHAT,"Phathom Pharmaceuticals, Inc. - Common Stock"
PHH,"Park Ha Biological Technology Co., Ltd. - ordinary shares"
PHIO,Phio Pharmaceuticals Corp. - Common Stock
PHLT,"Performant Healthcare, Inc. - Common Stock"
PHO,Invesco Water Resources ETF
PHOE,Phoenix Asia Holdings Limited - Ordinary Shares
PHUN,"Phunware, Inc. - Common Stock"
PHVS,Pharvaris N.V. - Ordinary Shares
PI,"Impinj, Inc. - Common Stock"
PID,Invesco International Dividend Achievers ETF
PIE,Invesco Dorsey Wright Emerging Markets Momentum ETF
PIII,P3 Health Partners Inc. - Class A Common Stock
PIIIW,P3 Health Partners Inc. - Warrant
PINC,"Premier, Inc. - Class A Common Stock"
PIO,Invesco Global Water ETF
PIZ,Invesco Dorsey Wright Developed Markets Momentum ETF
PKBK,"Parke Bancorp, Inc. - Common Stock"
PKOH,Park-Ohio Holdings Corp. - Common Stock
PKW,Invesco BuyBack Achievers ETF
PLAB,"Photronics, Inc. - Common Stock"
PLAY,"Dave & Buster's Entertainment, Inc. - Common Stock"
PLBC,Plumas Bancorp - Common Stock
PLBL,Polibeli Group Ltd - Class A Ordinary Shares
PLBY,"Playboy, Inc. - Common Stock"
PLCE,"Children's Place, Inc. (The) - Common Stock"
PLL,Piedmont Lithium Inc.   - Common Stock
PLMK,Plum Acquisition Corp. IV - Class A Ordinary Shares
PLMKU,Plum Acquisition Corp. IV - Unit
PLMKW,Plum Acquisition Corp. IV - Warrants
PLMR,"Palomar Holdings, Inc. - Common stock"
PLPC,Preformed Line Products Company - Common Stock
PLRX,"Pliant Therapeutics, Inc. - Common Stock"
PLRZ,Polyrizon Ltd. - Ordinary Shares
PLSE,"Pulse Biosciences, Inc - Common Stock"
PLT,Defiance Leveraged Long Income PLTR ETF
PLTD,Direxion Daily PLTR Bear 1X Shares
PLTG,Leverage Shares 2X Long PLTR Daily ETF
PLTK,Playtika Holding Corp. - Common Stock
PLTR,Palantir Technologies Inc. - Class A Common Stock
PLTU,Direxion Daily PLTR Bull 2X Shares
PLTZ,Defiance Daily Target 2x Short PLTR ETF
PLUG,"Plug Power, Inc. - Common Stock"
PLUR,Pluri Inc. - Common Stock
PLUS,ePlus inc. - Common Stock
PLUT,Plutus Financial Group Limited - Ordinary Shares
PLXS,Plexus Corp. - Common Stock
PMAX,Powell Max Limited - Class A Ordinary Shares
PMBS,PIMCO Mortgage-Backed Securities Active Exchange-Traded Fund
PMCB,"PharmaCyte  Biotech, Inc. - Common Stock"
PMEC,Primech Holdings Ltd. - Ordinary Shares
PMN,ProMIS Neurosciences Inc. - Common Shares
PMTR,Perimeter Acquisition Corp. I - Class A Ordinary Shares
PMTRU,Perimeter Acquisition Corp. I - Unit
PMTRW,Perimeter Acquisition Corp. I - Warrant
PMTS,CPI Card Group Inc. - Common Stock
PMVP,"PMV Pharmaceuticals, Inc. - Common Stock"
PN,Skycorp Solar Group Limited - Ordinary Shares
PNBK,Patriot National Bancorp Inc. - Common Stock
PNFP,"Pinnacle Financial Partners, Inc. - Common Stock"
PNFPP,"Pinnacle Financial Partners, Inc. - Depositary shares of Pinnacle Financial Partners, Inc., each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series B"
PNQI,Invesco Nasdaq Internet ETF
PNRG,PrimeEnergy Resources Corporation - Common Stock
PNTG,"The Pennant Group, Inc. - Common Stock"
POAI,Predictive Oncology Inc. - Common Stock
POCI,"Precision Optics Corporation, Inc. - Common stock"
PODC,"PodcastOne, Inc. - Common Stock"
PODD,Insulet Corporation - Common Stock
POET,POET Technologies Inc. - Common Shares
POLA,"Polar Power, Inc. - Common Stock"
POLE,Andretti Acquisition Corp. II - Class A Ordinary Shares
POLEU,Andretti Acquisition Corp. II - Unit
POLEW,Andretti Acquisition Corp. II - Warrant
PONY,Pony AI Inc. - American Depositary Shares
POOL,Pool Corporation - Common Stock
POWI,"Power Integrations, Inc. - Common Stock"
POWL,"Powell Industries, Inc. - Common Stock"
POWW,Outdoor Holding Company - Common Stock
POWWP,Outdoor Holding Company - 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock
PPBI,Pacific Premier Bancorp Inc - Common Stock
PPBT,Purple Biotech Ltd. - American Depositary Shares
PPC,Pilgrim's Pride Corporation - Common Stock
PPCB,"Propanc Biopharma, Inc. - Common Stock"
PPH,VanEck Pharmaceutical ETF
PPI,Astoria Real Assets ETF
PPIH,"Perma-Pipe International Holdings, Inc. - Common Stock"
PPSI,"Pioneer Power Solutions, Inc. - Common Stock"
PPTA,Perpetua Resources Corp. - Common Shares
PQAP,PGIM Nasdaq-100 Buffer 12 ETF - April
PQJA,PGIM Nasdaq-100 Buffer 12 ETF - January
PQJL,PGIM Nasdaq-100 Buffer 12 ETF - July
PQOC,PGIM Nasdaq-100 Buffer 12 ETF - October
PRAA,"PRA Group, Inc. - Common Stock"
PRAX,"Praxis Precision Medicines, Inc. - Common Stock"
PRCH,"Porch Group, Inc. - Common Stock"
PRCT,PROCEPT BioRobotics Corporation - Common Stock
PRDO,Perdoceo Education Corporation - Common Stock
PRE,Prenetics Global Limited - Class A Ordinary Share
PRENW,Prenetics Global Limited - Warrant
PRFX,PainReform Ltd. - Ordinary Shares
PRFZ,Invesco RAFI US 1500 Small-Mid ETF
PRGS,Progress Software Corporation - Common Stock
PRLD,Prelude Therapeutics Incorporated - Common Stock
PRME,"Prime Medicine, Inc. - Common Stock"
PRN,Invesco Dorsey Wright Industrials Momentum ETF
PROF,Profound Medical Corp. - common stock
PROK,ProKidney Corp. - Class A Ordinary Shares
PROP,Prairie Operating Co. - Common Stock
PROV,"Provident Financial Holdings, Inc. - Common Stock"
PRPH,"ProPhase Labs, Inc. - Common Stock"
PRPL,"Purple Innovation, Inc. - Common Stock"
PRPO,"Precipio, Inc. - Common Stock"
PRQR,ProQR Therapeutics N.V. - Ordinary Shares
PRSO,Peraso Inc. - Common Stock
PRTA,Prothena Corporation plc - Ordinary Shares
PRTC,PureTech Health plc - American Depositary Shares
PRTG,Portage Biotech Inc. - Common Stock
PRTH,"Priority Technology Holdings, Inc. - Common Stock"
PRTS,"CarParts.com, Inc. - Common Stock"
PRVA,"Privia Health Group, Inc. - Common Stock"
PRZO,ParaZero Technologies Ltd. - Ordinary Shares
PSC,Principal U.S. Small-Cap ETF
PSCC,Invesco S&P SmallCap Consumer Staples ETF
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF
PSCE,Invesco S&P SmallCap Energy ETF
PSCF,Invesco S&P SmallCap Financials ETF
PSCH,Invesco S&P SmallCap Health Care ETF
PSCI,Invesco S&P SmallCap Industrials ETF
PSCM,Invesco S&P SmallCap Materials ETF
PSCT,Invesco S&P SmallCap Information Technology ETF
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF
PSEC,Prospect Capital Corporation - Closed End Fund
PSET,Principal Quality ETF
PSHG,Performance Shipping Inc. - Common Shares
PSIG,PS International Group Ltd. - Ordinary Shares
PSIX,"Power Solutions International, Inc. - Common Stock"
PSKY,Paramount Skydance Corporation - Class B Common Stock
PSL,Invesco Dorsey Wright Consumer Staples Momentum ETF
PSMT,"PriceSmart, Inc. - Common Stock"
PSNL,"Personalis, Inc. - Common Stock"
PSNY,Polestar Automotive Holding UK Limited - Class A ADS
PSNYW,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW)
PSTR,PeakShares Sector Rotation ETF
PSTV,"PLUS THERAPEUTICS, Inc. - Common Stock"
PSWD,Xtrackers Cybersecurity Select Equity ETF
PT,Pintec Technology Holdings Limited - American Depositary Shares
PTC,PTC Inc. - Common Stock
PTCT,"PTC Therapeutics, Inc. - Common Stock"
PTEN,"Patterson-UTI Energy, Inc. - Common Stock"
PTF,Invesco Dorsey Wright Technology Momentum ETF
PTGX,"Protagonist Therapeutics, Inc. - Common Stock"
PTH,Invesco Dorsey Wright Healthcare Momentum ETF
PTHL,Pheton Holdings Ltd - Class A Ordinary Shares
PTIR,GraniteShares 2x Long PLTR Daily ETF
PTIX,"Protagenic Therapeutics, Inc. - Common Stock"
PTIXW,"Protagenic Therapeutics, Inc. - Warrant"
PTLE,PTL LTD - Class A Ordinary Shares
PTLO,Portillo's Inc. - Class A Common Stock
PTNM,Pitanium Limited - Class A Ordinary Shares
PTNQ,Pacer Trendpilot 100 ETF
PTON,"Peloton Interactive, Inc. - Common Stock"
PUBM,"PubMatic, Inc. - Class A Common Stock"
PUI,Invesco Dorsey Wright Utilities Momentum ETF
PULM,"Pulmatrix, Inc. - Common Stock"
PVBC,"Provident Bancorp, Inc. - Common Stock"
PVLA,"Palvella Therapeutics, Inc. - Common Stock"
PWM,Prestige Wealth Inc. - Class A Ordinary Shares
PWP,Perella Weinberg Partners - Class A Common Stock
PWRD,TCW Transform Systems ETF
PXI,Invesco Dorsey Wright Energy Momentum ETF
PXLW,"Pixelworks, Inc. - Common Stock"
PXS,Pyxis Tankers Inc. - Common Stock
PXSAW,Pyxis Tankers Inc. - Warrant
PY,Principal Value ETF
PYPD,PolyPid Ltd. - Ordinary Shares
PYPG,Leverage Shares 2X Long PYPL Daily ETF
PYPL,"PayPal Holdings, Inc. - Common Stock"
PYXS,"Pyxis Oncology, Inc. - Common Stock"
PYZ,Invesco Dorsey Wright Basic Materials Momentum ETF
PZZA,"Papa John's International, Inc. - Common Stock"
QABA,First Trust NASDAQ ABA Community Bank Index Fund
QALT,SEI DBi Multi-Strategy Alternative ETF
QAT,iShares MSCI Qatar ETF
QB,ProShares Nasdaq-100 Dynamic Buffer ETF
QBIG,Invesco Top QQQ ETF
QBUF,Innovator Nasdaq-100 10 Buffer ETF Quarterly
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund
QCLR,Global X NASDAQ 100 Collar 95-110 ETF
QCMD,Direxion Daily QCOM Bear 1X ETF
QCML,GraniteShares 2x Long QCOM Daily ETF
QCMU,Direxion Daily QCOM Bull 2X ETF
QCOM,QUALCOMM Incorporated - Common Stock
QCRH,"QCR Holdings, Inc. - Common Stock"
QDEL,QuidelOrtho Corporation - Common Stock
QDTY,YieldMax Nasdaq 100 0DTE Covered Call Strategy ETF
QETA,Quetta Acquisition Corporation - Common Stock
QETAR,Quetta Acquisition Corporation - Right
QETAU,Quetta Acquisition Corporation - Unit
QFIN,"Qfin Holdings, Inc.  - American Depositary Shares"
QGRD,Horizon Nasdaq-100 Defined Risk ETF
QH,Quhuo Limited - American Depository Shares
QHDG,Innovator Hedged Nasdaq-100 ETF
QIPT,Quipt Home Medical Corp. - Common Shares
QLGN,"Qualigen Therapeutics, Inc. - Common Stock"
QLYS,"Qualys, Inc. - Common Stock"
QMCO,Quantum Corporation - Common Stock
QMID,WisdomTree U.S. MidCap Quality Growth Fund
QMMM,QMMM Holdings Limited - Class A Ordinary Shares
QMOM,Alpha Architect U.S. Quantitative Momentum ETF
QNCX,"Quince Therapeutics, Inc. - Common Stock"
QNRX,"Quoin Pharmaceuticals, Ltd. - American Depositary Shares"
QNST,"QuinStreet, Inc. - Common Stock"
QNTM,Quantum Biopharma Ltd. - Class B Subordinate Voting Shares
QNXT,iShares Nasdaq-100 ex Top 30 ETF
QOWZ,Invesco Nasdaq Free Cash Flow Achievers ETF
QPUX,Defiance 2X Daily Long Pure Quantum ETF
QQA,Invesco QQQ Income Advantage ETF
QQDN,ProShares UltraShort Top QQQ
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund
QQHG,Invesco QQQ Hedged Advantage ETF
QQJG,Invesco ESG NASDAQ Next Gen 100 ETF
QQLV,Invesco QQQ Low Volatility ETF
QQMG,Invesco ESG NASDAQ 100 ETF
QQQ,"Invesco QQQ Trust, Series 1"
QQQA,ProShares Nasdaq-100 Dorsey Wright Momentum ETF
QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares
QQQG,Pacer Nasdaq 100 Top 50 Cash Cows Growth Leaders ETF
QQQH,NEOS Nasdaq-100 Hedged Equity Income ETF
QQQI,NEOS Nasdaq 100 High Income ETF
QQQJ,Invesco NASDAQ Next Gen 100 ETF
QQQM,Invesco NASDAQ 100 ETF
QQQP,Tradr 2X Long Innovation 100 Quarterly ETF
QQQS,Invesco NASDAQ Future Gen 200 ETF
QQQT,Defiance Nasdaq 100 Income Target ETF
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Closed End Fund
QQQY,Defiance Nasdaq 100 Target 30 Income ETF
QQUP,ProShares Ultra Top QQQ
QQWZ,Pacer Cash COWZ 100-Nasdaq 100 Rotator ETF
QQXL,ProShares Ultra QQQ Top 30
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund
QRHC,Quest Resource Holding Corporation - Common Stock
QRMI,Global X NASDAQ 100 Risk Managed Income ETF
QRVO,"Qorvo, Inc. - Common Stock"
QSEA,Quartzsea Acquisition Corporation - Ordinary Shares
QSEAR,Quartzsea Acquisition Corporation - Rights
QSEAU,Quartzsea Acquisition Corporation - Units
QSG,QuantaSing Group Limited - American Depositary Shares
QSI,Quantum-Si Incorporated - Class A Common Stock
QSIAW,Quantum-Si Incorporated - Warrant
QSIX,Pacer Metaurus Nasdaq 100 Dividend Multiplier 600 ETF
QSML,WisdomTree U.S. SmallCap Quality Growth Fund
QTEC,First Trust NASDAQ-100-Technology Sector Index Fund
QTOP,iShares Nasdaq Top 30 Stocks ETF
QTR,Global X NASDAQ 100 Tail Risk ETF
QTRX,Quanterix Corporation - Common Stock
QTTB,Q32 Bio Inc. - Common Stock
QTUM,Defiance Quantum ETF
QUBT,Quantum Computing Inc. - Common Stock
QUIK,QuickLogic Corporation - Common Stock
QUMSU,Quantumsphere Acquisition Corp. - Units
QURE,uniQure N.V. - Ordinary Shares
QVAL,Alpha Architect U.S. Quantitative Value ETF
QVCGA,"QVC Group, Inc. - Series A Common Stock"
QVCGP,"QVC Group, Inc. - 8.0% Fixed Rate Cumulative Redeemable Preferred Stock"
QXQ,SGI Enhanced Nasdaq-100 ETF
QYLD,Global X NASDAQ 100 Covered Call ETF
QYLG,Global X Nasdaq 100 Covered Call & Growth ETF
RAA,SMI 3Fourteen REAL Asset Allocation ETF
RAAQ,Real Asset Acquisition Corp. - Class A Ordinary Share
RAAQU,Real Asset Acquisition Corp. - Unit
RAAQW,Real Asset Acquisition Corp. - Warrants
RADX,Radiopharm Theranostics Limited - American Depositary Shares
RAIL,"Freightcar America, Inc. - Common Stock"
RAIN,"Rain Enhancement Technologies Holdco, Inc. - Class A Common Stock"
RAINW,"Rain Enhancement Technologies Holdco, Inc. - Warrants"
RAND,Rand Capital Corporation - Closed End Fund
RANG,Range Capital Acquisition Corp. - Ordinary Shares
RANGR,Range Capital Acquisition Corp. - Rights
RANGU,Range Capital Acquisition Corp. - Units
RANI,"Rani Therapeutics Holdings, Inc. - Class A Common Stock"
RAPP,"Rapport Therapeutics, Inc. - Common Stock"
RAPT,"RAPT Therapeutics, Inc. - Common Stock"
RARE,Ultragenyx Pharmaceutical Inc. - Common Stock
RAVE,"Rave Restaurant Group, Inc. - Common Stock"
RAY,Raytech Holding Limited - ordinary shares
RAYA,Erayak Power Solution Group Inc. - Class A Ordinary Shares
RBB,RBB Bancorp - Common Stock
RBBN,Ribbon Communications Inc.  - Common Stock
RBCAA,"Republic Bancorp, Inc. - Class A Common Stock"
RBIL,F/m Ultrashort Treasury Inflation-Protected Security (TIPS) ETF
RBKB,"Rhinebeck Bancorp, Inc. - Common Stock"
RBNE,Robin Energy Ltd. - Common Stock
RCAT,"Red Cat Holdings, Inc. - Common Stock"
RCEL,"Avita Medical, Inc. - Common Stock"
RCGE,RockCreek Global Equality ETF
RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock"
RCKTW,"Rocket Pharmaceuticals, Inc. - Warrant"
RCKY,"Rocky Brands, Inc. - Common Stock"
RCMT,"RCM Technologies, Inc. - Common Stock"
RCON,"Recon Technology, Ltd. - Class A Ordinary Shares"
RCT,RedCloud Holdings plc - Ordinary Shares
RDAC,Rising Dragon Acquisition Corp. - Ordinary Shares
RDACR,Rising Dragon Acquisition Corp. - Rights
RDACU,Rising Dragon Acquisition Corp. - Unit
RDAG,Republic Digital Acquisition Company - Class A Ordinary Shares
RDAGU,Republic Digital Acquisition Company - Unit
RDAGW,Republic Digital Acquisition Company - Warrants
RDCM,Radcom Ltd. - Ordinary Shares
RDGT,"Ridgetech, Inc. - Ordinary Shares"
RDHL,Redhill Biopharma Ltd. - American Depositary Shares
RDI,Reading International Inc - Class A Non-voting Common Stock
RDIB,Reading International Inc - Class B Voting Common Stock
RDNT,"RadNet, Inc. - Common Stock"
RDNW,"RideNow Group, Inc. - Class B Common Stock"
RDTL,GraniteShares 2x Long RDDT Daily ETF
RDTY,YieldMax R2000 0DTE Covered Strategy ETF
RDVT,"Red Violet, Inc. - Common Stock"
RDVY,First Trust Rising Dividend Achievers ETF
RDWR,Radware Ltd. - Ordinary Shares
RDZN,"Roadzen, Inc. - Ordinary Shares"
RDZNW,"Roadzen, Inc. - Warrants"
REAI,Intelligent Real Estate ETF
REAL,"The RealReal, Inc. - Common Stock"
REAX,"The Real Brokerage, Inc. - Common Shares"
REBN,"Reborn Coffee, Inc. - Common Stock"
RECT,Rectitude Holdings Ltd - Ordinary Shares
REE,REE Automotive Ltd. - Class A Ordinary Shares
REFI,"Chicago Atlantic Real Estate Finance, Inc. - Common Stock"
REFR,Research Frontiers Incorporated - Common Stock
REG,Regency Centers Corporation - Common Stock
REGCO,Regency Centers Corporation - 5.875% Series B Cumulative Redeemable Preferred Stock
REGCP,Regency Centers Corporation - 6.25% Series A Cumulative Redeemable Preferred Stock
REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock"
REIT,ALPS Active REIT ETF
REKR,"Rekor Systems, Inc. - Common Stock"
RELI,"Reliance Global Group, Inc. - Common Stock"
RELIW,"Reliance Global Group, Inc. - Series A Warrants"
RELL,"Richardson Electronics, Ltd. - Common Stock"
RELY,"Remitly Global, Inc. - Common stock"
REMG,Emerging Markets Active ETF
RENB,Renovaro Inc. - Common Stock
RENT,"Rent the Runway, Inc. - Class A Common Stock"
REPL,"Replimune Group, Inc. - Common Stock"
RETO,"ReTo Eco-Solutions, Inc. - Class A Shares"
REVB,"Revelation Biosciences, Inc. - Common Stock"
REVBW,"Revelation Biosciences, Inc. - Warrant"
REYN,Reynolds Consumer Products Inc. - Common Stock
RFAI,RF Acquisition Corp II - Ordinary Shares
RFAIR,RF Acquisition Corp II - Right
RFAIU,RF Acquisition Corp II - Unit
RFDI,First Trust RiverFront Dynamic Developed International ETF
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF
RFEU,First Trust RiverFront Dynamic Europe ETF
RFIL,"RF Industries, Ltd. - Common Stock"
RGC,Regencell Bioscience Holdings Limited - Ordinary Shares
RGCO,RGC Resources Inc. - Common Stock
RGEN,Repligen Corporation - Common Stock
RGLD,"Royal Gold, Inc. - Common Stock"
RGLO,Global Equity Active ETF
RGNX,REGENXBIO Inc. - Common Stock
RGP,"Resources Connection, Inc. - Common Stock"
RGS,Regis Corporation - Common Stock
RGTI,"Rigetti Computing, Inc.  - Common stock"
RGTIW,"Rigetti Computing, Inc.  - Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50"
RGTX,Defiance Daily Target 2X Long RGTI ETF
RHLD,Resolute Holdings Management - Common Stock
RIBB,Ribbon Acquisition Corp - Class A Ordinary Shares
RIBBR,Ribbon Acquisition Corp - Rights
RIBBU,Ribbon Acquisition Corp - Unit
RICK,"RCI Hospitality Holdings, Inc. - Common Stock"
RIFR,Global Infrastructure Active ETF
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock"
RILY,"B. Riley Financial, Inc. - Common Stock"
RILYG,"B. Riley Financial, Inc. - 5.00% Senior Notes due 2026"
RILYK,"B. Riley Financial, Inc. - 5.50% Senior Notes Due 2026"
RILYL,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series B Cumulative Perpetual Preferred Stock"
RILYN,"B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026"
RILYP,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock"
RILYT,"B. Riley Financial, Inc. - 6.00% Senior Notes Due 2028"
RILYZ,"B. Riley Financial, Inc. - 5.25% Senior Notes due 2028"
RIME,"Algorhythm Holdings, Inc. - Common Stock"
RING,iShares MSCI Global Gold Miners ETF
RINT,International Developed Equity Active ETF
RIOT,"Riot Platforms, Inc. - Common Stock"
RITR,Reitar Logtech Holdings Limited - Ordinary shares
RIVN,"Rivian Automotive, Inc. - Class A Common Stock"
RKDA,"Arcadia Biosciences, Inc. - Common Stock"
RKLB,Rocket Lab Corporation - Common Stock
RKLX,Defiance Daily Target 2X Long RKLB ETF
RLAY,"Relay Therapeutics, Inc. - Common Stock"
RLMD,"Relmada Therapeutics, Inc. - Common Stock"
RLYB,Rallybio Corporation - Common Stock
RMBI,"Richmond Mutual Bancorporation, Inc. - Common Stock"
RMBS,"Rambus, Inc. - Common Stock"
RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock"
RMCO,Royalty Management Holding Corporation - Class A Common Stock
RMCOW,Royalty Management Holding Corporation - Warrant
RMNI,"Rimini Street, Inc. - Common Stock"
RMR,The RMR Group Inc. - Class A Common Stock
RMSG,Real Messenger Corporation - Ordinary Shares
RMSGW,Real Messenger Corporation - Warrants
RMTI,"Rockwell Medical, Inc. - Common Stock"
RNA,"Avidity Biosciences, Inc. - Common Stock"
RNAC,"Cartesian Therapeutics, Inc. - Common Stock"
RNAZ,"TransCode Therapeutics, Inc. - Common Stock"
RNEM,Emerging Markets Equity Select ETF
RNIN,Bushido Capital US SMID Cap Equity ETF
RNRG,Global X Renewable Energy Producers ETF
RNTX,"Rein Therapeutics, Inc. - Common Stock"
RNW,ReNew Energy Global plc - Class A Shares
RNWWW,ReNew Energy Global plc - Warrant
RNXT,"RenovoRx, Inc. - Common Stock"
ROAD,"Construction Partners, Inc. - Common Stock"
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF
ROCK,"Gibraltar Industries, Inc. - Common Stock"
ROE,Astoria US Equal Weight Quality Kings ETF
ROIV,Roivant Sciences Ltd. - Common Shares
ROKU,"Roku, Inc. - Class A Common Stock"
ROMA,Roma Green Finance Limited - Ordinary Shares
ROOT,"Root, Inc. - Common Stock"
ROP,"Roper Technologies, Inc. - Common Stock"
ROST,"Ross Stores, Inc. - Common Stock"
RPAY,Repay Holdings Corporation - Class A Common Stock
RPD,"Rapid7, Inc. - Common Stock"
RPID,"Rapid Micro Biosystems, Inc. - Class A Common Stock"
RPRX,Royalty Pharma plc - Class A Ordinary Shares
RPTX,Repare Therapeutics Inc. - Common Shares
RR,Richtech Robotics Inc. - Class B Common Stock
RRBI,"Red River Bancshares, Inc. - Common Stock"
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock"
RRR,"Red Rock Resorts, Inc. - Class A Common Stock"
RSSS,"Research Solutions, Inc - Common Stock"
RSVR,"Reservoir Media, Inc.. - Common Stock"
RSVRW,"Reservoir Media, Inc.. - Warrant"
RTAC,Renatus Tactical Acquisition Corp I - Class A Ordinary Shares
RTACU,Renatus Tactical Acquisition Corp I - Unit
RTACW,Renatus Tactical Acquisition Corp I - Warrant
RTH,VanEck Retail ETF
RTXG,Leverage Shares 2X Long RTX Daily ETF
RUBI,Rubico Inc. - Common Stock
RUM,Rumble Inc. - Class A Common Stock
RUMBW,Rumble Inc. - Warrant
RUN,Sunrun Inc. - Common Stock
RUNN,Running Oak Efficient Growth ETF
RUSC,US Small Cap Equity Active ETF
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock"
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock"
RVMD,"Revolution Medicines, Inc. - Common Stock"
RVMDW,"Revolution Medicines, Inc. - Warrant"
RVNL,GraniteShares 2x Long RIVN Daily ETF
RVPH,"Reviva Pharmaceuticals Holdings, Inc. - Common Stock"
RVPHW,"Reviva Pharmaceuticals Holdings, Inc. - Warrants"
RVSB,Riverview Bancorp Inc - Common Stock
RVSN,Rail Vision Ltd. - Ordinary Shares
RVSNW,Rail Vision Ltd. - Warrant
RVYL,Ryvyl Inc. - Common Stock
RWAY,Runway Growth Finance Corp. - Common Stock
RWAYL,Runway Growth Finance Corp. - 7.50% Notes due 2027
RWAYZ,Runway Growth Finance Corp. - 8.00% Notes due 2027
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock"
RXST,"RxSight, Inc. - Common Stock"
RXT,"Rackspace Technology, Inc. - Common Stock"
RYAAY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares"
RYET,Ruanyun Edai Technology Inc. - Ordinary shares
RYOJ,"rYojbaba Co., Ltd. - Common Shares"
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock"
RZLT,"Rezolute, Inc. - Common Stock (NV)"
RZLV,Rezolve AI PLC - Ordinary Shares
RZLVW,Rezolve AI PLC - Warrants
SABR,Sabre Corporation - Common Stock
SABS,"SAB Biotherapeutics, Inc. - Common Stock"
SABSW,"SAB Biotherapeutics, Inc. - Warrant"
SAFT,"Safety Insurance Group, Inc. - Common Stock"
SAFX,"XCF Global, Inc. - Class A Common Stock"
SAGT,SAGTEC GLOBAL LIMITED - Ordinary shares
SAIA,"Saia, Inc. - Common Stock"
SAIC,Science Applications International Corporation - Common Stock
SAIH,SAIHEAT Limited - Class A Ordinary Shares
SAIHW,SAIHEAT Limited - Warrant
SAIL,"SailPoint, Inc. - Common Stock"
SAMG,Silvercrest Asset Management Group Inc. - Common Stock
SANA,"Sana Biotechnology, Inc. - Common Stock"
SANG,Sangoma Technologies Corporation - Common Shares
SANM,Sanmina Corporation - Common Stock
SARK,Tradr 1X Short Innovation Daily ETF
SATL,Satellogic Inc. - Class A Common Stock
SATLW,Satellogic Inc. - Warrant
SATS,EchoStar Corporation - Common stock
SAVA,"Cassava Sciences, Inc. - Common Stock"
SBAC,SBA Communications Corporation - Class A Common Stock
SBC,SBC Medical Group Holdings Incorporated - Common Stock
SBCF,Seacoast Banking Corporation of Florida - Common Stock
SBCWW,SBC Medical Group Holdings Incorporated - Warrants
SBET,"SharpLink Gaming, Inc. - Common Stock"
SBFG,"SB Financial Group, Inc. - Common Stock"
SBFM,Sunshine Biopharma Inc. - Common stock
SBFMW,Sunshine Biopharma Inc. - Warrant
SBGI,"Sinclair, Inc. - Class A Common Stock"
SBLK,Star Bulk Carriers Corp. - Common Shares
SBLX,"StableX Technologies, Inc. - Common Stock"
SBRA,"Sabra Health Care REIT, Inc. - Common Stock"
