Ticker,Sector,Industry,Company_Type,Current_Price,DCF_Price,Technical_Price,Comparable_Price,Startup_Price,Equity Value,RSI 14,Current_Multiples,Technical Trend on MA,MA_20,MA_50,MA_200,Relative_Valuation,Last_Close,Market_Cap,PE_Ratio,Revenue_Growth,Quality_Score,Quality_Grade,Growth_Quality,Median_Growth,Current_Revenue,Implied_Value_Estimate,Key_Risks,Recommendation,Confidence,Signal-Bullish,Signal-Bearish,Signal-Neutral,Signal-DCF,Signal-Startup,Signal-Technical,Signal-Comparable,Risk_Level,Investment_Thesis,Data_Quality,Next_Steps,Errors
BETR,Financial Services,Mortgage Finance,financial,$67.01,$0.00,$134.39,$34.94,$0.00,$0,93.94328345523498,"{'pe': None, 'ps': 7.841574, 'pb': 13.369912}",Strong Uptrend,30.494000053405763,21.28590005874634,14.246730008125304,Overvalued,$0.00,"$1,024,674,176",,0.368,13,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Trading above peer multiples', 'Poor quality metrics']",[],,,Buy,Sell,Medium,Financial company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BETRW,Financial Services,Mortgage Finance,financial,$0.60,$0.00,$0.60,$0.00,$0.00,$0,,"{'pe': None, 'ps': None, 'pb': 0.119712695}",Insufficient Moving Averages Data,,,,Fair,$0.00,$0,,0.368,13,D,,0,$0,$0,['Weak financial health'],HOLD,Low,[],['Poor quality metrics'],"['Technical: Insufficient Moving Averages Data', 'Fair valuation vs peers']",,,Neutral,Hold,Medium,Financial company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BFC,Financial Services,Banks - Regional,financial,$124.31,$0.00,$113.24,$48.38,$0.00,$0,44.77804780361894,"{'pe': 17.93795, 'ps': 7.3643484, 'pb': 1.9963063}",Downtrend,127.83150024414063,124.98240005493165,109.46021362304687,Overvalued,$0.00,"$1,222,467,072",17.93795,0.065,57,C,,0,$0,$0,[],SELL,Medium,[],"['Technical: Downtrend', 'High volume selling pressure', 'Trading above peer multiples']",[],,,Sell,Sell,Low,Financial company requiring careful timing. Current signals: sell.,High,['Monitor for fundamental changes before reconsidering'],[]
BFIN,Financial Services,Banks - Regional,financial,$12.35,$0.00,$14.06,$4.28,$0.00,$0,55.8387991451555,"{'pe': 77.18751, 'ps': 3.3788424, 'pb': 0.9861855}",Uptrend,12.355000114440918,11.814357528686523,12.074984726905823,Overvalued,$0.00,"$153,889,376",77.18751,-0.215,20,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['Trading above peer multiples', 'Poor quality metrics']",[],,,Buy,Sell,Medium,Financial company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BFRG,Healthcare,Health Information Services,startup_loss_making,$1.45,$0.00,$2.21,$0.00,$0.23,$0,57.822158520168195,,Uptrend,1.29760000705719,1.3366400027275085,1.837634994983673,N/A,$0.00,"$14,617,943",,,18,D,Exceptional (>50%),225.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BFRGW,,,startup_loss_making,$0.58,$0.00,$0.58,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,,3,D,Exceptional (>50%),225.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BFRI,Healthcare,Drug Manufacturers - Specialty & Generic,startup_loss_making,$0.96,$0.00,$1.90,$0.00,$8.61,$0,58.191600081977626,,Strong Uptrend,0.8706950008869171,0.9264980006217957,0.890774499475956,N/A,$0.00,"$10,240,638",,0.152,20,D,Moderate (15-30%),18.8%,"$37,321,000","$89,570,400","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BFRIW,Healthcare,Drug Manufacturers - Specialty & Generic,startup_loss_making,$0.10,$0.00,$0.10,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,0.152,20,D,Moderate (15-30%),18.8%,"$37,321,000","$89,570,400","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BFST,Financial Services,Banks - Regional,financial,$24.07,$0.00,$24.66,$21.84,$0.00,$0,44.19971436384156,"{'pe': 9.589642, 'ps': 2.4569893, 'pb': 0.91761655}",Strong Downtrend,24.683999824523926,24.51056327819824,24.65998019218445,Overvalued,$0.00,"$715,219,776",9.589642,0.221,62,B,,0,$0,$0,[],HOLD,Low,['Good quality company metrics'],"['Technical: Strong Downtrend', 'Trading above peer multiples']",[],,,Sell,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BGC,Financial Services,Capital Markets,financial,$9.51,$0.00,$8.48,$10.65,$0.00,$0,37.991436121662026,"{'pe': 31.699999, 'ps': 1.8233714, 'pb': 4.8619633}",Downtrend,9.863500070571899,9.93537878036499,9.449688239097595,Undervalued,$0.00,"$4,510,736,384",31.699999,0.418,47,C,,0,$0,$0,[],HOLD,Low,['Trading below peer multiples'],['Technical: Downtrend'],[],,,Sell,Buy,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BGFV,Consumer Cyclical,Specialty Retail,startup_loss_making,$1.40,$0.00,$1.03,$0.00,$40.52,$0,47.894911326033125,,Downtrend,1.4139999628067017,1.4171999597549438,1.3265999868512153,N/A,$0.00,"$32,086,488",,-0.075,2,D,Declining,-11.1%,"$795,468,000","$1,272,748,800","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BGL,Basic Materials,Gold,startup_loss_making,$9.22,$0.00,$-5.45,$0.00,$-0.17,$0,62.14831442382538,,Short-term Downtrend,9.406749987602234,11.791900033950805,,N/A,$0.00,"$303,564,832",,,5,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Short-term Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BGLC,Basic Materials,Specialty Chemicals,startup_loss_making,$5.69,$0.00,$23.22,$0.00,$12.17,$0,54.7620741272463,,Strong Uptrend,5.302299952507019,5.4380199909210205,3.8590050041675568,N/A,$0.00,"$10,222,637",,0.145,30,D,Declining,-10.6%,"$9,510,646","$19,021,292","['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BGLWW,Basic Materials,Gold,startup_loss_making,$0.59,$0.00,$0.59,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,,5,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BGM,Healthcare,Drug Manufacturers - Specialty & Generic,startup_loss_making,$10.83,$0.00,$16.53,$0.00,$0.47,$0,62.710607735887116,,Uptrend,8.40365002155304,8.578560028076172,10.215079979896545,N/A,$0.00,"$2,172,750,848",,-0.569,22,D,Declining,-28.3%,"$25,097,951","$60,235,082","['Bankruptcy risk', 'Weak financial health']",AVOID,High,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,High,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BGRN,,,startup_loss_making,$0.00,$0.00,$50.06,$0.00,$0.00,$0,58.737091688341046,,Strong Uptrend,48.04505577087402,47.64184799194336,46.46258733749389,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BGRO,,,startup_loss_making,$0.00,$0.00,$48.37,$0.00,$0.00,$0,57.05107013403642,,Strong Uptrend,38.05131931304932,37.55968788146973,34.48266123771668,N/A,$0.00,$0,43.14625,,5,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BHAT,Communication Services,Electronic Gaming & Multimedia,startup_loss_making,$1.92,$0.00,$3.28,$0.00,$4.71,$0,62.996354723808636,,Uptrend,1.7262499928474426,1.735099995136261,3.839670007228851,N/A,$0.00,"$13,908,347",,-0.794,17,D,Declining,-74.6%,"$18,724,190","$37,448,380","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BHF,Financial Services,Insurance - Life,financial,$54.21,$0.00,$69.00,$229.41,$0.00,$0,62.31620358594044,"{'pe': 6.1954284, 'ps': 0.3843481, 'pb': 0.54585}",Uptrend,48.19249992370605,47.85629989624024,53.09110012054443,Undervalued,$0.00,"$3,098,230,016",6.1954284,-0.39,41,C,,0,$0,$0,[],HOLD,Low,"['Technical: Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']",[],[],,,Buy,Buy,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BHFAL,,,startup_loss_making,$0.00,$0.00,$20.00,$0.00,$0.00,$0,44.16866294545099,,Strong Downtrend,18.876380062103273,18.65722759246826,20.004563598632814,N/A,$0.00,"$3,777,465,856",,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BHFAM,Financial Services,Insurance - Life,financial,$12.48,$0.00,$14.49,$0.00,$0.00,$0,48.22976699994923,"{'pe': 0.98976916, 'ps': None, 'pb': 0.1256633}",Uptrend,12.704965972900391,12.375800647735595,13.755033345222474,Overvalued,$0.00,$0,0.98976916,-0.39,41,C,,0,$0,$0,[],HOLD,Low,"['Technical: Uptrend', 'Strong volume supporting uptrend']",['Trading above peer multiples'],[],,,Buy,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BHFAN,Financial Services,Insurance - Life,financial,$13.68,$0.00,$15.37,$0.00,$0.00,$0,46.426019161561484,"{'pe': 1.0849394, 'ps': None, 'pb': 0.13774632}",Strong Downtrend,14.04185996055603,13.791933631896972,15.373960981369018,Overvalued,$0.00,$0,1.0849394,-0.39,41,C,,0,$0,$0,[],SELL,Medium,[],"['Technical: Strong Downtrend', 'High volume selling pressure', 'Trading above peer multiples']",[],,,Sell,Sell,Low,Financial company requiring careful timing. Current signals: sell.,High,['Monitor for fundamental changes before reconsidering'],[]
BHFAO,Financial Services,Insurance - Life,financial,$16.75,$0.00,$19.41,$0.00,$0.00,$0,44.92054437839371,"{'pe': 1.3284162, 'ps': None, 'pb': 0.16865867}",Strong Downtrend,17.292979049682618,17.030167560577393,19.40894594669342,Overvalued,$0.00,$0,1.3284162,-0.39,41,C,,0,$0,$0,[],SELL,Medium,[],"['Technical: Strong Downtrend', 'High volume selling pressure', 'Trading above peer multiples']",[],,,Sell,Sell,Low,Financial company requiring careful timing. Current signals: sell.,High,['Monitor for fundamental changes before reconsidering'],[]
BHFAP,Financial Services,Insurance - Life,financial,$16.80,$0.00,$19.08,$110.55,$0.00,$0,47.66486513813198,"{'pe': 1.3323816, 'ps': 0.3455389, 'pb': 0.16916212}",Uptrend,17.084943342208863,16.794753513336182,18.967412295341493,Undervalued,$0.00,"$2,785,389,312",1.3323816,-0.39,41,C,,0,$0,$0,[],HOLD,Low,"['Technical: Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']",[],[],,,Buy,Buy,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BHRB,Financial Services,Banks - Regional,financial,$62.73,$0.00,$82.72,$53.00,$0.00,$0,53.59923750316724,"{'pe': 8.03201, 'ps': 2.855624, 'pb': 1.2232602}",Strong Uptrend,62.77199993133545,61.298086395263674,59.17283254623413,Overvalued,$0.00,"$942,358,720",8.03201,0.924,55,C,,0,$0,$0,[],HOLD,Low,['Technical: Strong Uptrend'],['Trading above peer multiples'],[],,,Buy,Sell,Low,Financial company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BHST,Consumer Defensive,Packaged Foods,startup_loss_making,$11.80,$0.00,$19.61,$0.00,$14.54,$0,76.23679949424007,,Strong Uptrend,8.485750031471252,8.277820043563842,6.68631501197815,N/A,$0.00,"$231,198,544",,0.413,25,D,Exceptional (>50%),130.5%,"$25,188,000","$302,256,000","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BIAF,Healthcare,Diagnostics & Research,startup_loss_making,$4.29,$0.00,$14.17,$0.00,$136.91,$0,32.58419115516967,,Strong Downtrend,6.866500020027161,8.087799978256225,14.174200019836427,N/A,$0.00,"$4,228,310",,-0.471,10,D,Exceptional (>50%),26448.6%,"$9,362,022","$134,813,117","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BIAFW,Healthcare,Diagnostics & Research,startup_loss_making,$0.08,$0.00,$0.08,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,-0.471,10,D,Exceptional (>50%),26448.6%,"$9,362,022","$134,813,117","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BIB,,,startup_loss_making,$0.00,$0.00,$83.74,$0.00,$0.00,$0,53.959217853153454,,Strong Uptrend,57.44100513458252,54.5138020324707,50.478426151275634,N/A,$0.00,$0,29.49768,,10,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BIDU,Communication Services,Internet Content & Information,mature_profitable,$132.92,"$2,198.64",$195.54,"$1,390.89",$0.00,"$611,722,741,003",70.96466309919651,"{'pe': 12.138813, 'ps': 0.38245958, 'pb': 0.16430323}",Strong Uptrend,113.12350082397461,98.45960052490234,90.62215015411377,Undervalued,$0.00,"$50,808,225,792",12.138813,-0.036,56,C,,0,$0,$0,[],BUY,Medium,"['DCF shows 1554% upside', 'Technical: Strong Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']",[],[],Strong Buy,,Buy,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
BIIB,Healthcare,Drug Manufacturers - General,mature_profitable,$137.67,$872.34,$158.43,$239.72,$0.00,"$127,898,497,977",45.777707287202574,"{'pe': 13.174163, 'ps': 2.019049, 'pb': 1.1445222}",Uptrend,141.00849990844728,135.5095999145508,135.69595008850098,Undervalued,$0.00,"$20,184,430,592",13.174163,0.073,59,C,,0,$0,$0,[],BUY,Medium,"['DCF shows 534% upside', 'Technical: Uptrend', 'Trading below peer multiples']",[],[],Strong Buy,,Buy,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
BILI,Communication Services,Internet Content & Information,growth_profitable,$26.27,$252.53,$44.33,$115.36,$0.00,"$83,865,891,899",58.16955459759916,"{'pe': 375.2857, 'ps': 0.3753138, 'pb': 0.76566595}",Strong Uptrend,24.733250236511232,24.117300071716308,20.36247501373291,Undervalued,$0.00,"$11,026,989,056",375.2857,0.198,29,D,,0,$0,$0,['Weak financial health'],BUY,Medium,"['DCF shows 861% upside', 'Technical: Strong Uptrend', 'Trading below peer multiples']",['Poor quality metrics'],[],Strong Buy,,Buy,Buy,Medium,Growth company with D fundamentals. Multiple analysis methods suggest buy.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
BINI,Consumer Cyclical,Auto Manufacturers,startup_loss_making,$6.38,$0.00,"$30,083,282.29",$0.00,$-49.67,$0,21.04056054352708,,Strong Downtrend,5.0915000166743996,7.101600006669759,30083282.2879,N/A,$0.00,"$3,221,383",,6.261,22,D,Exceptional (>50%),199.0%,"$1,094,322","$10,505,491","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BIOA,Healthcare,Drug Manufacturers - Specialty & Generic,startup_loss_making,$5.31,$0.00,$10.78,$0.00,$8.05,$0,61.65614078220479,,Strong Uptrend,4.905500030517578,4.669800043106079,4.624600024223327,N/A,$0.00,"$190,363,696",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Weak financial health']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BIOX,Basic Materials,Agricultural Inputs,turnaround,$1.73,$11.18,$4.58,$13.82,$0.00,"$674,282,476",23.131782950862423,"{'pe': None, 'ps': 0.31303975, 'pb': 0.3516975}",Strong Downtrend,2.2462499916553496,2.8920999932289124,4.576500014662742,Undervalued,$0.00,"$104,336,152",,-0.402,0,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 546% upside', 'Trading below peer multiples']","['Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],Strong Buy,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BIRD,Consumer Cyclical,Apparel Retail,startup_loss_making,$6.07,$0.00,$4.39,$0.00,$53.29,$0,39.095496751246166,,Downtrend,6.2227500677108765,7.85080002784729,7.305099987983704,N/A,$0.00,"$49,449,124",,-0.231,15,D,Declining,-14.7%,"$189,757,000","$303,611,200","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BIS,,,startup_loss_making,$0.00,$0.00,$16.97,$0.00,$0.00,$0,41.70301345247629,,Strong Downtrend,13.833740091323852,14.678296051025391,16.970305166244508,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BITF,Financial Services,Capital Markets,financial,$2.77,$0.00,$5.47,$1.11,$0.00,$0,68.18333410262531,"{'pe': None, 'ps': 6.242119, 'pb': 2.3358588}",Strong Uptrend,2.061750000715256,1.5638999986648559,1.2936049970984458,Overvalued,$0.00,"$1,533,463,936",,0.873,35,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Trading above peer multiples', 'Poor quality metrics']",[],,,Buy,Sell,Medium,Financial company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
BITS,,,startup_loss_making,$0.00,$0.00,$149.43,$0.00,$0.00,$0,72.47130296419554,,Strong Uptrend,86.858150100708,82.73390014648437,69.5427533531189,N/A,$0.00,$0,17.009619,,20,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
BIVI,Healthcare,Biotechnology,startup_loss_making,$1.86,$0.00,$11.28,$0.00,$2.28,$0,36.49275431010138,,Strong Downtrend,1.7592500030994416,3.405000002384186,11.277349975705146,N/A,$0.00,"$14,013,659",,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BIVIW,Healthcare,Biotechnology,startup_loss_making,$0.47,$0.00,$0.47,$0.00,$0.00,$0,,,Insufficient Moving Averages Data,,,,N/A,$0.00,$0,,,18,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Poor quality metrics']",['Technical: Insufficient Moving Averages Data'],,Avoid,Neutral,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
BIYA,Technology,Software - Application,turnaround,$0.59,$3.96,$0.26,$8.18,$0.00,"$49,605,287",44.77564664676353,"{'pe': None, 'ps': 0.5766787, 'pb': 11.799999}",Short-term Downtrend,0.5909000009298324,0.6517000007629394,,Undervalued,$0.00,"$7,386,799",,-0.125,3,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 572% upside', 'Trading below peer multiples']","['Technical: Short-term Downtrend', 'Poor quality metrics']",[],Strong Buy,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
